Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Central African Republic,CAF,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001322231,0.031440347,0.039322313,0.04587589,0.114583457,0.134184963,0.292004286,0.329047189,1.02825781,1.518110681,2.48887473,2.691109114,4.8066062,5.899063252,15.73950564,22.25021586,
Chad,TCD,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066891039,0.258278289,0.387263383,0.7100804,1.298181533,2.145944237,4.622014864,8.854321784,16.97991752,20.85856666,23.82942905,
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037712001,0.105559516,0.269082973,0.47109404,0.611555854,0.816168591,1.369340714,2.18357627,2.761044143,6.411580645,14.84212678,22.0594339,32.68852617,39.56103371,45.54119844,57.40927978,64.83713442,75.60292184,83.89941018,88.09806834,97.01862561,116.0021265,
China,CHN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,6.45736E-05,0.00029293,0.000876503,0.001613746,0.004131459,0.015188631,0.054139371,0.131561835,0.301198069,0.562851628,1.075788062,1.921437112,3.456118014,6.752491793,11.38656288,16.08911278,20.95257684,25.83369018,30.17565121,35.16788455,41.52911673,48.40845352,56.12327059,64.18613166,
Colombia,COL,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242485851,0.753264372,1.408838788,3.34814346,4.683327775,5.029160042,5.675464186,8.077811032,11.1898797,14.82368146,24.53793392,50.76605419,68.11229219,76.5261268,91.90986394,92.34584564,96.07442056,
Comoros,COM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328261151,1.338603813,2.414250032,5.582695868,9.15175611,13.16162483,17.12775261,22.48680272,
"Congo, Dem. Rep.",COD,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.019288649,0.015895781,0.019193719,0.021108808,0.024778093,0.030225969,0.294178652,1.066842868,2.303632955,3.570488936,4.782426046,7.472649249,10.8470694,15.90658303,14.73196719,17.91912075,
"Congo, Rep.",COG,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035585694,,0.114013619,0.163642713,2.232304443,4.668054635,6.743848974,9.806336736,11.13404425,15.79858581,25.28547818,34.51527524,47.10219822,55.08119592,93.95545387,
Costa Rica,CRI,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093275685,0.137221757,0.206382158,0.540514362,1.308118001,1.764867281,2.907839377,3.606364498,5.399445802,8.167584574,12.30599454,18.70714093,21.79343919,25.55580076,32.94788467,33.87271011,41.71867025,42.4832763,65.14288474,
Cote d'Ivoire,CIV,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089788463,0.232376097,0.574435142,1.583055822,2.852260869,4.312738207,5.977993032,7.336919175,9.442516964,13.03726785,22.18392262,40.0483001,55.0325599,68.1358671,76.13137096,
Croatia,HRV,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005020921,0.044767184,0.141387025,0.245301724,0.465892473,0.721524952,1.445104584,2.633858268,4.054654521,6.477821695,23.33935834,39.52702703,52.08558559,57.1463964,63.87699932,82.16343989,98.99099099,113.4937331,132.6082544,136.2601878,144.00421,
Cuba,CUB,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002181393,0.004633626,0.010619624,0.017787693,0.022165991,0.027237273,0.036767675,0.046402446,0.058860012,0.077009611,0.159734289,0.315452431,0.674652447,1.204292568,1.355644199,1.759317656,2.944340083,5.515195921,8.909353349,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022809631,0.179470111,0.411654143,0.65514199,1.216300095,1.86699037,2.739830746,5.196604257,8.105217474,10.32468976,12.82174396,16.38555857,23.14485198,32.69483984,42.65170828,55.2783494,64.7991841,75.78266487,82.7824267,92.97148614,94.40464772,89.64192603,93.75077063,
Czech Republic,CZE,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012048218,0.04507166,0.135945761,0.294466965,0.473504426,1.941932331,5.108038708,9.37867707,18.90878522,42.30795141,67.8665277,84.37335648,95.11451637,105.5457137,115.0456807,120.8105669,128.008769,132.1922567,135.9603508,136.8152471,
Denmark,DNK,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0.140685176,0.314803775,0.598636166,0.901501479,1.124960795,1.510271846,1.978334798,2.411879841,2.883130883,3.413520134,4.081374955,6.891783338,9.67119846,15.71193186,25.01564675,27.32296044,36.40688667,49.39278992,62.99239496,73.90045464,83.2925869,88.43399608,95.60347879,100.5493934,107.1889911,115.5007161,119.3563954,123.7292315,124.7966108,
Djibouti,DJI,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017069242,0.030491697,0.031933115,0.039349441,0.03142377,0.400211312,1.96005922,2.950079524,4.344254653,5.449628696,5.441056136,8.283846743,13.18878589,14.76636586,18.62913386,
Dominica,DMA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647617442,0.784800836,0.923046337,1.142808165,1.722356183,11.10199145,17.5654031,34.37283237,60.55842633,75.44432354,104.0756914,130.0523132,134.9785061,139.8663172,155.2455882,
Dominican Republic,DOM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.044004822,0.076364208,0.096050841,0.135813088,0.269970207,0.707135106,1.024821572,1.728709182,2.515219804,5.018039376,8.210355091,14.55471854,19.19258619,23.25538014,27.75545142,39.1103689,49.0053132,57.83556026,74.60446761,88.08763264,89.58177697,
Ecuador,ECU,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169326989,0.477666752,0.516044701,1.074443233,2.030270948,3.154256421,3.90613286,6.844722243,12.22534867,18.46444778,26.83177492,46.5227542,62.20844317,71.77023277,83.1236759,92.84925653,102.1827169,
"Egypt, Arab Rep.",EGY,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.004941082,0.005549869,0.006501145,0.007036892,0.007764995,0.008326502,0.011457767,0.012077255,0.011871653,0.011674496,0.101835544,0.13900951,0.723735672,2.010246537,4.055566575,6.405021119,8.108611275,10.4922235,18.36793999,23.82092697,39.11237088,52.71313013,69.43661504,87.1056878,
El Salvador,SLV,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029226115,0.085949059,0.235026296,0.401802465,0.68782825,2.332625678,8.650936696,12.51834712,14.37777603,14.84274243,19.135984,30.3971177,39.86030606,63.40635843,100.5984886,113.3951848,122.8202187,124.3393509,
Equatorial Guinea,GNQ,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013338552,0.063493945,0.060855792,0.119047383,0.960836312,2.792282132,5.771703861,7.255257439,10.49518985,15.94434453,19.1761602,23.29424042,27.17690808,29.36361701,57.04142857,
Eritrea,ERI,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463140607,0.901395516,1.334441996,1.757776967,2.195665263,2.768341612,3.526360868,
Estonia,EST,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036507711,0.162938795,0.483492713,0.94180295,2.119676967,4.909599786,10.30342221,17.81906221,28.13207391,40.67133255,47.7384006,64.84406511,77.59119121,93.06605696,107.3696769,123.4567901,125.3547067,121.1676954,117.1806299,123.3439552,
Ethiopia,ETH,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010552882,0.027077721,0.040859548,0.07295555,0.072507899,0.214450915,0.552933815,1.140493735,1.554969531,2.46018263,4.990534841,8.262808921,
Faeroe Islands,FRO,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.040749016,3.73072747,3.570395747,4.452319295,5.882758779,7.520269025,10.74612536,14.68957122,23.87619259,37.10075859,52.82151948,73.99667689,80.10195484,86.19012835,87.09851216,103.0737494,107.4055011,112.8876268,117.2092545,122.0456599,
Fiji,FJI,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143654706,0.283632716,0.471509966,0.655601294,0.999144483,2.897412034,6.782774313,9.933110778,11.01262225,13.4438709,17.3592544,24.92240622,34.37743797,63.45851087,71.11945579,75.08890409,81.15348837,
Finland,FIN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0.491303024,0.589129418,0.701894971,0.86960157,1.065385064,1.379766579,1.734390586,2.146337389,2.793096749,3.827896827,5.171474347,6.365248298,7.656120835,9.655168602,13.27674506,20.34394523,29.30981762,42.07477477,55.22433501,63.37139631,72.03389585,80.48536163,86.85101213,91.06298199,95.40619551,100.4556531,107.6663778,114.9616542,128.5429534,144.2252491,156.4131245,
France,FRA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0.015901426,0.068510347,0.170756476,0.308153784,0.486738657,0.641520281,0.743811926,0.970220457,1.491689642,2.19151862,4.127131469,9.710204324,18.6335732,35.51428095,47.81323721,60.45161247,62.59370124,67.17659905,71.23329486,76.32864064,81.43782803,86.73266085,90.31577525,92.34206625,97.38808845,
French Polynesia,PYF,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532905773,1.23494359,2.415575051,4.826090561,9.390147817,16.79024398,27.87349657,21.32653061,24.19903607,38.1524668,47.08282654,58.88756736,66.90275307,70.74366544,77.8007733,79.66420664,
Gabon,GAB,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028246051,0.117241197,0.244480713,0.367874614,0.608112036,0.827226371,0.822964915,0.736703948,9.714443921,11.8749332,21.6413851,22.77067501,36.40660303,53.74439441,64.27083751,82.11362868,89.63600885,92.92636144,106.9767442,
"Gambia, The",GMB,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019734016,0.042930066,0.074157012,0.128043133,0.267286421,0.397429386,0.412066832,0.421095897,0.431737652,4.124135081,7.26725701,10.53026552,11.98225531,16.45817788,26.13298743,50.29487412,71.27504497,78.06668593,85.50300752,
Georgia,GEO,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003168568,0.04982561,0.66201783,1.337106946,2.992543515,4.407600208,6.869574138,11.55884783,16.42967036,19.46703564,26.92625883,38.74233743,59.24058883,62.84843853,64.31939784,89.39802336,
Germany,DEU,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.001390232,0.030622577,0.062624679,0.126384902,0.207766774,0.34319351,0.665198205,1.205450972,2.18636954,3.058141602,4.560588744,6.728940209,10.08840507,16.95731341,28.55777175,58.63169424,68.1554962,71.68029917,78.51293021,86.43387376,96.12168738,103.9763172,116.9772322,128.5141156,128.201517,127.8599117,
Ghana,GHA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002554956,0.010816179,0.020151188,0.036477238,0.073244862,0.122462581,0.22839419,0.374156937,0.678537308,1.241817997,1.922879877,3.85974953,8.025602002,13.28366807,23.48719626,33.47973792,49.7349659,63.41781842,71.48634388,
Gibraltar,GIB,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41908881,3.673155174,5.949102126,8.992938061,13.40486514,20.32324119,35.47709578,43.47064918,55.96620908,63.87663668,68.78761823,75.24711838,81.92244675,88.7765903,97.75438357,102.5851457,
Greece,GRC,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458648622,1.449819886,2.567144221,4.967703855,8.701337651,18.89268732,35.87384609,54.33856452,72.72852304,84.77109032,81.06491269,84.29386222,92.40299298,98.48737853,109.8469788,122.8016781,117.8354676,108.6312831,
Greenland,GRL,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309222423,0.793478261,1.736936937,3.677419355,7.373881932,11.57321429,15.8627451,24.10160428,26.89323843,28.18456078,35.20141343,52.40729323,68.58483272,81.63695442,94.93782365,117.4078331,99.0910382,94.93102285,101.4416104,
Grenada,GRD,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155925156,0.152540262,0.186380814,0.287133955,0.352421133,0.399349061,0.565998391,0.965963638,1.393019097,1.985121455,4.235535155,6.304862825,7.408242933,41.38460786,42.27514519,45.61099539,44.83146831,49.70687253,57.86758964,109.9205549,117.2557692,
Guam,GUM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635081088,0.936099179,1.349572553,2.855908343,3.410987984,3.934744137,3.800266615,8.497666567,13.0730062,17.5317602,20.68580421,43.98223243,48.92073982,59.06532142,,,,,,,
Guatemala,GTM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003283601,0.0133719,0.022910329,0.031261203,0.106882882,0.299520502,0.423767149,0.612449632,1.039293104,3.078096727,7.625018232,9.95810951,13.36472957,16.81830986,25.54063906,35.46443646,55.07324795,89.06133481,109.1871167,123.3285161,125.5679338,
Guinea,GIN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000611218,0.011200683,0.012557442,0.012170539,0.035930147,0.265844083,0.306121779,0.504668592,0.657079468,1.054882918,1.275166818,1.742540291,2.090373135,,21.33647634,28.7683686,35.74349387,40.07212983,
Guinea-Bissau,GNB,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096973292,2.94231713,7.225660692,11.27415994,20.79938716,34.40437432,37.75604399,39.21452145,
Guyana,GUY,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116222024,0.141948852,0.172183133,0.170746684,0.164611312,0.191848363,0.199053197,0.384827805,5.433084936,10.24306193,10.75864723,18.61929345,23.08001554,37.7050125,53.45299678,71.83002074,59.57718294,68.1970962,73.56251656,
Haiti,HTI,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119871982,0.294278358,0.636178598,1.040727003,1.566827662,3.526015771,4.341863576,5.351299664,12.65938161,26.01875661,32.86658672,36.98206481,40.02801961,
Honduras,HND,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040496933,0.247223639,0.585208002,1.2904086,2.497060621,3.743797335,5.040628944,5.739789029,10.48772914,18.62795078,31.92974861,58.45704438,85.04628809,112.628748,125.0667237,
"Hong Kong SAR, China",HKG,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0.018525723,0.080642205,0.18100858,0.501922905,0.911223257,1.568587106,2.34748006,3.297357441,4.022480821,4.928706999,8.0329887,12.96881142,21.16169684,34.36213459,48.51030762,64.70972527,81.73062266,86.03071057,94.83437375,109.1876449,121.0873295,125.407371,137.7279025,155.2379041,165.9593992,179.8645145,195.1574561,
Hungary,HUN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025496463,0.081718626,0.224623725,0.441341043,1.382530136,2.565600716,4.588197848,6.858626502,10.42367607,15.9037678,30.12719358,48.75968533,67.78597028,78.42978643,86.34670955,92.39555807,98.95098681,109.6874633,121.7765896,117.6582541,120.11823,
Iceland,ISL,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1.086438029,2.036939872,2.610314727,3.121588914,3.928170595,4.999670283,5.842019176,6.601194426,8.211757718,11.54642798,17.40506329,24.10964563,38.05186702,62.22992923,76.41969382,87.07328542,90.57988404,96.59748343,99.31318775,95.40800852,99.38771882,104.6641803,106.1459167,106.6612454,107.2569182,
India,IND,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007950347,0.033379056,0.088134708,0.117372005,0.181837897,0.33941564,0.610430941,1.194091181,3.04642698,4.650080995,7.906720258,14.35129379,19.89996983,29.1292787,43.47705819,61.42256954,
Indonesia,IDN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0.001062493,0.001206882,0.002642409,0.003616808,0.005060481,0.007134741,0.009816327,0.013084964,0.018658099,0.027612877,0.039709205,0.105638236,0.278119863,0.446775337,0.512809688,1.054537209,1.719496677,3.016115387,5.341822661,8.337231689,13.50655605,20.63762286,27.75026888,40.17301023,59.83296554,67.07578617,91.71634635,
"Iran, Islamic Rep.",IRN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015643956,0.026611058,0.098604495,0.3856657,0.617701998,0.7630537,1.473157082,3.147701949,3.39093343,5.068748288,7.367445463,12.20460068,21.79772499,41.67395879,59.48322276,71.85814793,91.24950996,
Iraq,IRQ,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078192699,0.304943439,2.133213381,5.554662303,32.8681554,47.86612145,58.08479789,63.43363142,74.92741407,
Ireland,IRL,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.00847917,0.042376592,0.098162261,0.17872599,0.386754919,0.711445218,0.905429322,1.236500367,1.708488279,2.450989949,4.378136914,7.933998807,14.83327804,25.48013627,44.6629981,64.67509764,76.81876178,76.29807828,87.57616937,94.83419003,102.6463528,110.0882535,114.0876227,114.0643602,105.5070239,105.0608715,
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327038627,0.464740352,0.704743314,1.225698536,2.47129098,8.033471596,18.4044624,28.65733379,35.95712611,47.02040816,69.96342821,85.42663457,95.89053272,98.9336891,106.0648407,111.9320068,119.1398131,123.9815601,122.892951,120.5247408,129.5251836,
Italy,ITA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.01133531,0.015979884,0.029211018,0.059349148,0.116583596,0.468976665,1.000730798,1.378591828,2.124118106,3.940650981,6.901307243,11.2943515,20.63249648,36.00451996,53.22902394,74.19114164,89.94121282,94.82585686,98.55105815,107.8636281,121.9989891,136.436978,151.2430533,150.9906567,146.237007,149.8024238,
Jamaica,JAM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101702298,0.314810678,0.623549879,1.061218626,1.820080645,2.176958845,2.604309846,3.07511786,5.608848874,14.17137647,22.95103701,47.56363979,60.03579998,69.65437247,74.76094174,85.41361571,100.3188205,101.3442617,109.6624499,117.7644338,
Japan,JPN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0.01128366,0.016719432,0.022805826,0.033654952,0.051178429,0.078302275,0.123492313,0.198093188,0.397639624,0.702686644,1.112085926,1.378538827,1.711446489,3.466176647,9.336918343,21.39495631,30.33832153,37.42393165,44.88400632,52.64000473,58.84368575,63.64967162,67.84869791,71.59774892,75.51204089,78.13801309,84.00905528,86.44596992,90.08983665,94.70986497,
Jordan,JOR,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045394322,0.041241185,0.039164211,0.037276648,0.035608398,0.282240763,0.557520211,1.009997172,1.792948188,2.530007478,8.107326733,17.60298932,24.20795951,25.66446553,30.70151229,57.98207521,78.43778219,84.27483221,91.81897356,101.6798986,109.4757731,
Kazakhstan,KAZ,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002485213,0.029085158,0.062896819,0.07305476,0.197063291,0.331582181,1.32561783,3.916993391,6.911660233,8.925671099,16.29922472,35.63735172,50.7949688,79.58229916,95.12934765,106.0255392,118.8666299,
Kenya,KEN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004392563,0.004495784,0.007469161,0.008309718,0.010024264,0.023379,0.036219866,0.077988576,0.407644522,1.870546579,3.605220187,4.705726478,7.337168136,12.94966982,20.08792164,30.27701085,42.39603637,49.07117416,61.63179967,
Kiribati,KIR,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027132022,0.24235374,0.357100345,0.461718293,0.568005783,0.592502478,0.680324786,0.706613906,0.748390959,0.789116505,1.035925911,1.020127108,10,
"Korea, Dem. Rep.",PRK,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285751665,1.774086092,
"Korea, Rep.",KOR,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,,,0.017215423,0.024666266,0.048488386,0.093718735,0.1866267,0.383904964,0.622785883,1.070873434,2.160164668,3.639795534,6.987345415,14.96885146,30.28628341,50.2879293,57.04645592,61.33326858,67.91502457,70.18900938,76.15906243,79.65084341,83.22901008,91.56588451,93.82801654,98.35317455,103.8715928,
Kosovo,KSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0.446667128,0.738134615,0.862848505,1.079887692,0.993204441,2.117179484,,,,7.224535002,9.278370145,12.50884554,14.17480253,16.15320127,24.52614559,43.6865666,59.28063171,66.76741336,91.34568175,100.573583,107.593599,113.3126728,114.0737677,146.4694292,160.8187135,
Kyrgyz Republic,KGZ,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028308415,0.053178522,0.183737215,0.546006067,1.063679718,2.74189007,5.159561964,10.49184519,24.17946458,41.15725837,63.81288661,83.35419453,96.83327827,
Lao PDR,LAO,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006539529,0.007460695,0.013360465,0.032095184,0.077221493,0.097975193,0.126014359,0.231338538,0.238496462,0.546228151,1.003511198,2.011365762,3.603123668,11.42862903,17.28241987,24.92519032,33.57908775,52.92156941,64.56047412,
Latvia,LVA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039283367,0.148246979,0.331807063,0.60372885,1.159846363,3.169121331,6.948492937,11.47651394,16.91000997,27.89095253,39.21947265,52.4460488,66.44324523,81.35588947,95.44342791,97.40380475,101.4348919,102.1627313,102.9968736,
Lebanon,LBN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.465229597,5.594584216,10.39376207,13.8659794,16.99171796,19.85394657,20.16233388,20.03627242,20.2128311,22.1219537,24.51762157,27.00287032,30.47252732,34.24595894,56.95312593,68.00960492,
Lesotho,LSO,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068991079,0.187645626,0.517159207,0.620367599,1.099864656,2.865786183,6.86244224,6.207564801,9.585365163,12.09177094,17.16147358,21.65110573,27.88439663,30.75561569,45.48355596,
Liberia,LBR,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052681673,0.068043504,0.166884618,1.555600623,3.051358335,5.0274325,8.449723241,16.19120228,23.36029368,28.28681136,39.34171257,
Libya,LBY,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201976298,0.39672834,0.584302822,0.76464452,0.937855623,1.288116044,2.291979408,8.845178767,34.66379327,66.63957577,74.71294043,119.993024,152.2369144,171.5184894,
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,23.37176691,27.71789344,30.43862052,33.09365504,33.90828526,73.51643828,74.20340463,79.26850357,82.16888127,90.77581807,95.71802596,97.84188751,98.52353464,
Lithuania,LTU,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007215994,0.033726053,0.123374961,0.40767661,1.415282541,4.624633965,7.539871598,9.420476143,14.97341362,29.24198832,47.43542217,60.85935838,88.8103386,127.506133,139.0129938,145.5163766,149.5671828,148.5720728,148.7976574,
Luxembourg,LUX,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.010907921,0.079271355,0.101146325,0.145133217,0.176345797,0.215791541,0.294315245,0.285586792,1.278570979,3.200347459,6.567880086,10.86366105,16.02288711,30.7275724,48.59515651,69.5104286,92.64798143,106.0122149,119.3454819,102.5988059,109.6401653,150.8557307,142.6062463,144.6843344,144.6413397,143.3925049,
"Macao SAR, China",MAC,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389159776,0.620501572,1.311797517,2.782055964,3.929199129,5.471975423,9.00568738,11.06401059,12.85610023,19.67108652,27.83484016,32.66098127,44.17225989,61.43608501,79.23087303,91.98578257,110.6707659,129.0066029,157.0711615,179.8770597,195.2917479,206.2979779,
"Macedonia, FYR",MKD,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053616232,0.623400777,1.510085304,2.435215658,5.761212409,11.0747368,18.06626761,38.26771522,48.4791487,55.49291034,61.85926129,87.622136,95.85909836,94.47905915,104.5351942,
Madagascar,MDG,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002356987,0.009901573,0.016977589,0.029324116,0.088588672,0.240072435,0.410654016,0.930810079,0.99767623,1.684229201,1.923549219,2.852901384,5.67588527,11.6837003,24.73738484,31.22516479,37.22951144,
